timestamp,visitorid,event,itemid,transactionid
2015-06-02 02:18:38.594,911093,transaction,261940,1798.0
2015-06-02 02:18:39.825,800638,transaction,27812,15184.0
2015-06-02 04:19:32.086,571258,transaction,50329,5291.0
2015-06-02 04:16:38.043,1299250,transaction,422948,15155.0
2015-06-02 04:44:12.198,254621,transaction,404936,438.0
2015-06-01 22:04:33.007,273406,transaction,410587,8900.0
2015-06-01 22:05:33.767,291283,transaction,300559,7299.0
2015-06-01 19:56:25.658,1001673,transaction,366859,10811.0
2015-06-01 19:56:46.423,1344887,transaction,446524,7323.0
2015-06-01 20:00:19.667,639964,transaction,360258,17497.0
2015-06-01 20:13:57.878,1233931,transaction,445821,12555.0
2015-06-02 00:01:49.713,876581,transaction,125862,2216.0
2015-06-01 19:32:26.713,480593,transaction,107195,6580.0
2015-06-01 19:42:08.616,1094490,transaction,454964,6344.0
2015-06-01 19:42:45.442,1236753,transaction,185179,4455.0
2015-06-01 19:39:56.017,422787,transaction,259078,12051.0
2015-06-01 18:45:42.341,404403,transaction,36013,7630.0
2015-06-02 05:36:30.388,1076270,transaction,262799,17277.0
2015-06-01 21:18:19.713,121688,transaction,237753,11117.0
2015-06-01 22:52:01.219,84327,transaction,264774,14171.0
2015-06-01 23:51:49.062,404403,transaction,26210,15931.0
2015-06-01 16:05:26.623,1381613,transaction,189444,17173.0
2015-06-01 15:42:54.975,1026720,transaction,8426,16795.0
2015-06-01 17:43:54.921,138131,transaction,245168,6985.0
2015-06-01 17:09:37.181,1093035,transaction,193623,11012.0
2015-06-01 17:33:12.292,322407,transaction,260957,7215.0
2015-06-01 17:07:43.438,1161163,transaction,9376,17496.0
2015-06-01 17:05:13.291,820159,transaction,336832,1987.0
2015-06-01 18:40:18.951,1235292,transaction,240004,1139.0
2015-06-01 17:46:11.663,555094,transaction,42260,12701.0
2015-06-01 17:53:20.010,873401,transaction,281211,2653.0
2015-06-01 18:13:17.420,570360,transaction,430292,7666.0
2015-06-01 17:59:09.959,138131,transaction,150882,10835.0
2015-06-01 17:59:09.959,138131,transaction,14932,10835.0
2015-06-02 04:14:26.987,1042749,transaction,448601,14738.0
2015-06-02 02:23:22.766,1281446,transaction,55925,4055.0
2015-06-01 19:57:12.471,1161163,transaction,339917,15991.0
2015-06-01 20:29:11.915,346597,transaction,427749,11698.0
2015-06-01 20:07:23.087,404403,transaction,118199,3712.0
2015-06-01 22:39:11.627,1360085,transaction,104801,3588.0
2015-06-01 14:36:12.254,1291803,transaction,375181,12855.0
2015-06-02 03:40:59.038,1233140,transaction,390167,15894.0
2015-06-02 02:41:50.465,422045,transaction,361554,6424.0
2015-06-02 02:38:44.916,536757,transaction,303517,2208.0
2015-06-02 03:38:35.975,530205,transaction,458637,8038.0
2015-06-02 00:59:45.637,708918,transaction,275559,5911.0
2015-06-02 01:09:40.667,455557,transaction,213695,14377.0
2015-06-02 00:42:12.922,1134975,transaction,303960,12383.0
2015-06-02 01:03:33.894,350566,transaction,251130,4219.0
2015-06-01 19:42:45.442,1236753,transaction,435090,4455.0
2015-06-01 19:13:32.285,295220,transaction,335630,15085.0
2015-06-01 19:35:38.281,1249058,transaction,127926,16043.0
2015-06-01 19:24:46.648,416426,transaction,428015,6165.0
2015-06-01 18:48:54.685,1212037,transaction,32147,12267.0
2015-06-01 19:04:27.024,1161163,transaction,119736,118.0
2015-06-01 18:45:42.308,404403,transaction,234199,7630.0
2015-06-02 02:58:52.769,1406087,transaction,19269,9423.0
2015-06-02 03:25:20.956,748120,transaction,427499,2790.0
2015-06-01 21:31:56.927,820159,transaction,259078,3391.0
2015-06-01 21:11:25.532,500008,transaction,310206,11750.0
2015-06-01 21:18:19.760,121688,transaction,317178,11117.0
2015-06-02 05:02:06.923,158090,transaction,10572,11220.0
2015-06-02 05:22:16.130,529601,transaction,161166,2045.0
2015-06-01 20:29:19.806,350566,transaction,268335,9658.0
2015-06-01 17:34:58.349,1093035,transaction,448494,4101.0
2015-06-01 17:19:28.041,350566,transaction,183049,6362.0
2015-06-01 22:04:32.928,273406,transaction,140527,8900.0
2015-06-01 18:40:18.826,1235292,transaction,150183,1139.0
2015-06-02 01:33:43.027,1020169,transaction,175555,4258.0
2015-06-01 13:37:39.828,1012089,transaction,346139,6737.0
2015-06-01 15:10:46.599,347598,transaction,55731,14302.0
2015-06-02 01:03:33.894,350566,transaction,261940,4219.0
2015-06-01 15:38:06.195,1162858,transaction,387373,1681.0
2015-06-01 18:45:42.293,404403,transaction,416187,7630.0
2015-06-01 19:05:12.896,404403,transaction,167985,94.0
2015-06-01 23:30:43.950,308270,transaction,384895,4667.0
2015-06-01 23:53:08.608,820159,transaction,111306,7094.0
2015-06-01 22:47:16.721,1307202,transaction,181576,11470.0
2015-06-01 23:25:25.706,1139092,transaction,259114,1357.0
2015-06-01 22:54:17.394,608628,transaction,57245,12043.0
2015-06-02 03:54:52.740,1162858,transaction,463280,14440.0
2015-06-02 03:32:50.293,1166817,transaction,7943,17559.0
2015-06-01 20:45:59.664,350566,transaction,369093,12822.0
2015-06-01 21:36:09.585,1093035,transaction,355994,14699.0
2015-06-01 21:18:19.698,121688,transaction,12836,11117.0
2015-06-01 21:18:19.729,121688,transaction,400969,11117.0
2015-06-01 21:18:19.745,121688,transaction,105792,11117.0
2015-06-01 21:18:19.776,121688,transaction,25353,11117.0
2015-06-02 04:00:54.699,996134,transaction,461180,10233.0
2015-06-02 04:32:50.700,754142,transaction,63489,13875.0
2015-06-01 18:21:53.691,1236753,transaction,185179,10874.0
2015-06-01 18:21:53.675,1236753,transaction,435090,10874.0
2015-06-01 17:59:09.748,81688,transaction,99610,8954.0
2015-06-01 18:40:18.826,1235292,transaction,272455,1139.0
2015-06-01 18:40:18.826,1235292,transaction,326447,1139.0
2015-06-01 18:40:18.920,1235292,transaction,133247,1139.0
2015-06-01 18:40:18.951,1235292,transaction,63975,1139.0
2015-06-01 18:03:03.046,1018325,transaction,96940,3110.0
2015-06-01 07:18:48.833,157419,transaction,150185,16605.0
2015-06-01 06:16:28.863,178066,transaction,381613,5492.0
2015-06-01 17:29:28.830,820159,transaction,44882,14924.0
2015-06-01 17:30:32.884,138131,transaction,144076,4581.0
2015-06-02 01:29:27.481,350566,transaction,370745,37.0
2015-06-02 01:29:27.481,350566,transaction,192990,37.0
2015-06-02 01:24:01.913,611548,transaction,442837,9914.0
2015-06-01 19:42:45.442,1236753,transaction,336393,4455.0
2015-06-01 19:02:10.109,866540,transaction,329522,11534.0
2015-06-01 18:45:42.341,404403,transaction,146735,7630.0
2015-06-01 22:04:32.960,273406,transaction,124065,8900.0
2015-06-01 22:39:42.539,55135,transaction,164885,616.0
2015-06-01 22:38:03.947,1366259,transaction,384399,1172.0
2015-06-01 21:44:57.894,539910,transaction,385201,3839.0
2015-06-01 22:04:32.944,273406,transaction,120098,8900.0
2015-06-01 15:05:42.950,1364162,transaction,315543,17081.0
2015-06-01 19:54:37.639,162815,transaction,1684,4556.0
2015-06-01 19:50:43.970,1001673,transaction,366859,3305.0
2015-06-02 01:03:33.894,350566,transaction,277119,4219.0
2015-06-01 16:09:08.216,309647,transaction,19883,2341.0
2015-06-01 15:53:11.714,1088275,transaction,288418,5872.0
2015-06-01 15:31:36.636,293206,transaction,379092,1624.0
2015-06-01 16:38:56.422,102019,transaction,49521,13556.0
2015-06-01 21:18:21.043,121688,transaction,200793,11117.0
2015-06-01 21:18:19.838,121688,transaction,80582,11117.0
2015-06-01 21:18:19.807,121688,transaction,302422,11117.0
2015-06-01 20:45:55.600,850173,transaction,243470,12573.0
2015-06-02 04:33:16.058,1168808,transaction,189444,11515.0
2015-06-02 04:40:01.968,770690,transaction,190260,15097.0
2015-06-02 05:36:30.388,1076270,transaction,36035,17277.0
2015-06-01 23:29:18.437,1050805,transaction,78822,12945.0
2015-06-01 23:29:18.406,1050805,transaction,251415,12945.0
2015-06-01 23:04:31.847,854740,transaction,115530,15084.0
2015-06-01 06:43:52.674,244838,transaction,102573,1213.0
2015-06-01 07:18:48.786,157419,transaction,100367,16605.0
2015-06-01 17:12:49.532,286616,transaction,226820,1102.0
2015-06-01 17:35:03.843,322407,transaction,260957,11055.0
2015-06-01 17:35:40.086,286616,transaction,303828,695.0
2015-06-01 20:25:08.987,1249058,transaction,127926,9199.0
2015-06-01 18:10:17.238,191439,transaction,821,10165.0
2015-06-01 18:40:18.826,1235292,transaction,50577,1139.0
2015-06-01 15:59:31.620,282705,transaction,431447,13390.0
2015-06-01 22:04:32.975,273406,transaction,246997,8900.0
2015-06-01 22:00:34.041,1093035,transaction,71733,13075.0
2015-06-02 00:37:32.821,350566,transaction,241716,15826.0
2015-06-02 00:30:40.692,1285763,transaction,317435,13398.0
2015-06-01 18:55:56.036,1346478,transaction,181202,4423.0
2015-06-01 18:45:42.152,404403,transaction,4887,7630.0
2015-06-01 19:15:43.040,1161163,transaction,403566,12465.0
2015-06-01 19:44:49.318,1161163,transaction,345211,7779.0
2015-06-03 02:51:39.528,961085,transaction,231565,16356.0
2015-06-03 02:47:40.094,795060,transaction,217218,2547.0
2015-06-02 20:47:36.218,125208,transaction,339808,12260.0
2015-06-02 23:22:46.325,1003058,transaction,312728,15426.0
2015-06-02 20:30:40.699,286616,transaction,245994,9194.0
2015-06-02 20:16:04.383,565078,transaction,448494,250.0
2015-06-02 18:00:51.196,592348,transaction,199348,11033.0
2015-06-02 17:32:00.403,625795,transaction,118024,16350.0
2015-06-02 18:23:48.344,805204,transaction,281480,12248.0
2015-06-02 06:19:17.782,361387,transaction,43485,15665.0
2015-06-02 17:26:37.637,1274063,transaction,189764,12422.0
2015-06-02 16:53:33.976,1366764,transaction,243980,11545.0
2015-06-03 02:09:02.483,263391,transaction,248614,16835.0
2015-06-03 01:24:40.140,1254716,transaction,120098,14609.0
2015-06-02 21:39:50.444,723092,transaction,127722,13303.0
2015-06-02 22:24:50.520,888741,transaction,52539,12559.0
2015-06-03 00:22:53.503,138131,transaction,105334,12711.0
2015-06-03 03:51:30.395,319482,transaction,306328,14156.0
2015-06-02 18:51:40.601,805204,transaction,271268,6474.0
2015-06-02 15:48:03.007,12148,transaction,157438,5921.0
2015-06-03 03:14:10.621,1171969,transaction,8724,9971.0
2015-06-02 18:02:36.454,99830,transaction,219821,13767.0
2015-06-02 16:35:59.938,536804,transaction,6364,1524.0
2015-06-02 16:35:59.985,536804,transaction,331159,1524.0
2015-06-02 16:46:15.852,730188,transaction,316753,4979.0
2015-06-02 16:49:15.948,634120,transaction,7943,10507.0
2015-06-03 05:26:03.248,1280613,transaction,336359,8910.0
2015-06-03 04:40:05.022,1123085,transaction,151471,306.0
2015-06-02 06:21:23.071,361387,transaction,43485,3881.0
2015-06-02 06:38:25.920,262607,transaction,383396,13342.0
2015-06-03 02:22:56.480,1161163,transaction,164035,17055.0
2015-06-03 01:25:31.041,915374,transaction,158575,11356.0
2015-06-02 19:26:02.266,163561,transaction,114121,9120.0
2015-06-02 18:36:03.555,161529,transaction,164035,16246.0
2015-06-02 18:40:33.216,138131,transaction,268956,14814.0
2015-06-02 18:52:42.004,138131,transaction,288525,17198.0
2015-06-02 18:52:42.004,138131,transaction,289096,17198.0
2015-06-02 22:24:50.520,888741,transaction,206218,12559.0
2015-06-02 21:39:50.524,723092,transaction,62800,13303.0
2015-06-02 21:03:32.090,296401,transaction,321984,13566.0
2015-06-02 19:55:08.060,1108396,transaction,151320,872.0
2015-06-03 01:05:40.992,478763,transaction,234255,16062.0
2015-06-03 00:22:53.503,138131,transaction,36995,12711.0
2015-06-02 15:51:53.947,1209965,transaction,427499,12031.0
2015-06-02 15:27:54.136,691766,transaction,417008,1466.0
2015-06-02 16:08:55.499,371941,transaction,134309,10807.0
2015-06-02 16:21:38.621,470165,transaction,46156,15166.0
2015-06-02 16:03:26.099,1143344,transaction,451207,8849.0
2015-06-03 02:47:39.842,795060,transaction,8641,2547.0
2015-06-03 02:35:53.359,263391,transaction,248614,6016.0
2015-06-03 02:59:21.401,163561,transaction,382649,11789.0
2015-06-03 02:51:16.256,858127,transaction,23762,11446.0
2015-06-03 02:39:18.897,168685,transaction,210009,2336.0
2015-06-02 16:30:31.633,65249,transaction,130231,15671.0
2015-06-02 16:35:51.538,705177,transaction,319855,5346.0
2015-06-02 17:08:47.262,859454,transaction,309438,2070.0
2015-06-02 17:08:47.231,859454,transaction,402462,2070.0
2015-06-02 16:35:59.859,536804,transaction,150889,1524.0
2015-06-02 16:54:11.542,226547,transaction,460553,195.0
2015-06-02 23:51:00.399,286616,transaction,23246,10007.0
2015-06-02 22:41:51.957,196046,transaction,443030,13777.0
2015-06-02 22:49:01.343,90496,transaction,365832,1523.0
2015-06-02 22:49:08.217,90496,transaction,98893,1523.0
2015-06-02 18:00:36.879,479324,transaction,21886,1552.0
2015-06-02 18:24:35.604,139064,transaction,267010,8218.0
2015-06-02 18:06:15.760,928046,transaction,456056,2041.0
2015-06-02 17:48:57.608,595321,transaction,322666,10019.0
2015-06-02 11:50:49.602,652566,transaction,250618,599.0
2015-06-02 11:01:49.571,425069,transaction,167501,5313.0
2015-06-02 13:06:50.522,589789,transaction,217840,2733.0
2015-06-03 02:11:14.578,488277,transaction,221317,3658.0
2015-06-03 01:24:40.140,1254716,transaction,34269,14609.0
2015-06-03 01:24:40.140,1254716,transaction,85771,14609.0
2015-06-02 21:39:50.444,723092,transaction,8641,13303.0
2015-06-02 21:39:50.444,723092,transaction,185211,13303.0
2015-06-02 22:41:07.441,213145,transaction,361038,7381.0
2015-06-02 22:01:05.217,936737,transaction,360258,5146.0
2015-06-02 21:43:50.657,85555,transaction,368283,17285.0
2015-06-03 03:50:44.514,1059475,transaction,20740,2944.0
2015-06-02 19:45:12.879,517720,transaction,107367,10798.0
2015-06-02 20:01:49.310,333746,transaction,427499,1865.0
2015-06-02 19:27:32.578,851973,transaction,40582,4326.0
2015-06-02 18:36:15.708,1026208,transaction,240822,15229.0
2015-06-02 19:26:44.437,21302,transaction,171814,10552.0
2015-06-02 18:43:22.320,101161,transaction,199975,13706.0
2015-06-02 15:43:58.046,138131,transaction,326449,489.0
2015-06-02 15:24:52.694,149854,transaction,358598,4806.0
2015-06-02 15:24:52.694,149854,transaction,207993,4806.0
2015-06-02 15:24:52.679,149854,transaction,346655,4806.0
2015-06-02 15:51:53.819,1209965,transaction,349537,12031.0
2015-06-03 02:47:39.920,795060,transaction,32227,2547.0
2015-06-03 03:36:18.447,555887,transaction,451806,16803.0
2015-06-02 22:45:55.085,208678,transaction,445728,9886.0
2015-06-03 05:45:04.308,960928,transaction,448119,2037.0
2015-06-03 03:51:30.395,319482,transaction,249161,14156.0
2015-06-03 03:51:30.411,319482,transaction,194643,14156.0
2015-06-03 04:33:44.304,854858,transaction,432478,14144.0
2015-06-02 11:13:47.191,1406087,transaction,261886,12603.0
2015-06-02 22:07:57.849,22596,transaction,299915,831.0
2015-06-02 21:55:45.413,305234,transaction,296968,17437.0
2015-06-02 16:35:59.938,536804,transaction,273555,1524.0
2015-06-02 16:35:59.938,536804,transaction,406071,1524.0
2015-06-02 16:51:59.248,1197550,transaction,367790,10505.0
2015-06-02 17:36:10.016,138131,transaction,161911,15016.0
2015-06-02 18:06:15.760,928046,transaction,156896,2041.0
2015-06-02 19:35:04.487,1083188,transaction,134255,14674.0
2015-06-02 19:13:03.650,673572,transaction,428554,16783.0
2015-06-02 18:58:14.422,1318394,transaction,318333,3046.0
2015-06-02 20:38:51.183,249247,transaction,73051,1412.0
2015-06-02 20:56:51.555,1000767,transaction,457410,11901.0
2015-06-02 21:35:56.931,419048,transaction,123079,14500.0
2015-06-02 20:45:11.950,1161163,transaction,116475,17521.0
2015-06-02 21:37:41.118,163561,transaction,44001,30.0
2015-06-02 20:12:56.637,331270,transaction,180751,12271.0
2015-06-02 20:01:56.963,3926,transaction,335331,8689.0
2015-06-02 19:42:10.899,213145,transaction,23762,2352.0
2015-06-03 00:01:10.552,300882,transaction,26154,5385.0
2015-06-02 16:07:58.451,37382,transaction,255708,10144.0
2015-06-02 15:27:54.136,691766,transaction,8611,1466.0
2015-06-02 16:21:10.617,1314032,transaction,100393,8297.0
2015-06-03 03:41:01.436,672767,transaction,431918,5450.0
2015-06-03 02:39:18.897,168685,transaction,111530,2336.0
2015-06-03 02:47:40.207,795060,transaction,331159,2547.0
2015-06-02 22:58:36.428,273385,transaction,55133,4029.0
2015-06-02 16:35:59.938,536804,transaction,160272,1524.0
2015-06-02 16:35:59.938,536804,transaction,276282,1524.0
2015-06-02 16:51:59.217,1197550,transaction,362851,10505.0
2015-06-02 17:29:19.918,482439,transaction,463280,6727.0
2015-06-02 17:10:45.979,1218905,transaction,444190,10143.0
2015-06-02 17:41:03.603,213145,transaction,44845,14028.0
2015-06-02 18:06:56.135,308437,transaction,436938,7892.0
2015-06-02 18:06:15.573,712844,transaction,366421,11307.0
2015-06-02 18:02:36.689,99830,transaction,329443,13767.0
2015-06-02 21:49:07.323,1355914,transaction,179290,14518.0
2015-06-02 21:39:50.513,723092,transaction,273747,13303.0
2015-06-02 21:39:50.460,723092,transaction,406121,13303.0
2015-06-02 22:24:50.520,888741,transaction,156767,12559.0
2015-06-02 22:13:17.129,88841,transaction,37068,8709.0
2015-06-02 22:29:13.813,1161163,transaction,30024,13402.0
2015-06-02 22:02:49.392,825321,transaction,54008,15470.0
2015-06-02 11:24:24.770,1406087,transaction,261886,17535.0
2015-06-02 06:13:02.252,992844,transaction,322078,11666.0
2015-06-02 11:24:24.771,1406087,transaction,19269,17535.0
2015-06-02 08:15:30.235,992447,transaction,324670,2821.0
2015-06-02 11:01:49.493,425069,transaction,25688,5313.0
2015-06-02 14:30:40.772,1200007,transaction,266085,15588.0
2015-06-03 02:22:48.533,1027708,transaction,168166,13691.0
2015-06-03 01:26:46.568,1335026,transaction,326173,15942.0
2015-06-03 01:24:40.140,1254716,transaction,451501,14609.0
2015-06-03 01:24:40.140,1254716,transaction,7574,14609.0
2015-06-02 19:24:47.540,991198,transaction,327083,9862.0
2015-06-02 19:30:12.614,138131,transaction,362634,17265.0
2015-06-02 21:33:14.117,286616,transaction,449489,11965.0
2015-06-02 20:22:49.028,686854,transaction,384212,415.0
2015-06-02 19:46:05.596,196502,transaction,415653,12224.0
2015-06-02 19:37:30.714,566850,transaction,410143,12715.0
2015-06-02 20:11:27.413,213145,transaction,378223,7106.0
2015-06-02 23:51:00.430,286616,transaction,132672,10007.0
2015-06-03 00:55:11.333,1270624,transaction,60980,12082.0
2015-06-02 15:24:52.694,149854,transaction,204808,4806.0
2015-06-02 16:05:27.230,213145,transaction,382499,16056.0
2015-06-02 17:35:23.072,1129560,transaction,440954,2837.0
2015-06-02 17:41:03.603,213145,transaction,21198,14028.0
2015-06-02 18:08:30.501,213145,transaction,205139,4072.0
2015-06-02 17:55:10.542,771946,transaction,425468,7105.0
2015-06-02 17:44:39.777,138131,transaction,86844,5105.0
2015-06-02 17:55:10.435,771946,transaction,368025,7105.0
2015-06-02 18:00:54.794,167489,transaction,374554,10050.0
2015-06-02 22:56:36.517,286616,transaction,364449,2062.0
2015-06-02 23:51:00.430,286616,transaction,19142,10007.0
2015-06-02 23:21:44.778,69804,transaction,428257,119.0
2015-06-02 23:06:14.065,1161163,transaction,268335,939.0
2015-06-02 11:51:01.933,1170936,transaction,272563,8800.0
2015-06-02 16:34:53.341,893043,transaction,362606,6996.0
2015-06-02 17:08:47.247,859454,transaction,23626,2070.0
2015-06-03 01:25:25.661,1167802,transaction,266476,3327.0
2015-06-03 01:25:25.645,1167802,transaction,165589,3327.0
2015-06-03 01:24:40.187,1254716,transaction,433543,14609.0
2015-06-03 01:24:40.140,1254716,transaction,79801,14609.0
2015-06-03 01:35:34.737,1028073,transaction,89775,12150.0
2015-06-02 19:16:44.928,1149234,transaction,166703,7654.0
2015-06-02 19:03:46.969,213145,transaction,181227,12302.0
2015-06-02 19:23:39.480,286616,transaction,268081,8668.0
2015-06-02 19:35:31.898,1114514,transaction,441653,9667.0
2015-06-02 22:41:25.403,121322,transaction,465951,4084.0
2015-06-02 21:03:25.631,286616,transaction,651,13087.0
2015-06-02 21:03:25.646,286616,transaction,331490,13087.0
2015-06-02 21:18:11.446,286616,transaction,435265,14154.0
2015-06-02 21:24:43.528,163561,transaction,41422,10529.0
2015-06-02 20:13:40.974,286616,transaction,151839,2150.0
2015-06-02 20:14:28.065,1201579,transaction,184086,15975.0
2015-06-02 20:00:04.826,760652,transaction,260609,589.0
2015-06-03 00:04:37.455,213145,transaction,445105,6789.0
2015-06-03 00:51:26.486,1161163,transaction,416012,2329.0
2015-06-02 15:29:14.508,213240,transaction,241274,4813.0
2015-06-02 15:48:03.023,12148,transaction,193554,5921.0
2015-06-02 15:48:03.023,12148,transaction,428040,5921.0
2015-06-02 15:51:53.767,1209965,transaction,216786,12031.0
2015-06-04 02:38:42.358,1202248,transaction,433441,2572.0
2015-06-04 02:31:59.450,266762,transaction,38932,5941.0
2015-06-04 01:53:07.152,438441,transaction,204494,2787.0
2015-06-04 02:43:11.314,268428,transaction,192288,14644.0
2015-06-04 01:53:37.396,163561,transaction,143643,10955.0
2015-06-03 16:58:04.460,163561,transaction,379390,3662.0
2015-06-03 16:58:04.460,163561,transaction,293038,3662.0
2015-06-03 16:52:59.996,1339801,transaction,465943,6395.0
2015-06-03 16:49:37.868,1093035,transaction,424421,83.0
2015-06-03 17:14:25.074,468154,transaction,111572,14820.0
2015-06-03 12:55:37.178,893113,transaction,273958,9541.0
2015-06-03 15:02:23.928,1196832,transaction,310702,15168.0
2015-06-04 01:39:07.115,892355,transaction,372188,12253.0
2015-06-04 00:49:44.879,310500,transaction,76447,17480.0
2015-06-04 01:14:13.488,438441,transaction,211561,5744.0
2015-06-03 23:22:39.676,438441,transaction,193205,17190.0
2015-06-03 18:25:46.214,1093035,transaction,379520,953.0
2015-06-03 18:09:16.431,933310,transaction,179494,2476.0
2015-06-03 12:31:51.914,759288,transaction,179290,1366.0
2015-06-03 07:48:27.722,943518,transaction,245449,12185.0
2015-06-04 04:29:21.836,1259098,transaction,461686,11502.0
2015-06-04 03:16:32.508,1072212,transaction,170262,2622.0
2015-06-04 04:24:42.550,974794,transaction,420960,10724.0
2015-06-04 04:03:05.021,42040,transaction,334477,723.0
2015-06-03 19:48:19.795,1100390,transaction,80858,2459.0
2015-06-03 21:07:42.375,438441,transaction,390379,4110.0
2015-06-03 21:44:57.382,946607,transaction,406543,16000.0
2015-06-03 21:51:56.186,438441,transaction,446852,10501.0
2015-06-03 21:47:13.179,1093035,transaction,260256,6086.0
2015-06-03 21:03:31.517,566009,transaction,187719,14366.0
2015-06-04 05:23:03.765,677741,transaction,291217,3338.0
2015-06-04 05:32:17.414,403341,transaction,173956,7473.0
2015-06-04 04:51:40.705,729155,transaction,269085,15520.0
2015-06-03 15:53:47.494,57905,transaction,36868,7360.0
2015-06-03 16:01:25.690,1093035,transaction,357585,6943.0
2015-06-03 15:39:41.116,1093035,transaction,335331,9347.0
2015-06-03 16:04:42.555,57905,transaction,138196,12578.0
2015-06-03 15:53:47.493,57905,transaction,338395,7360.0
2015-06-03 19:02:18.781,438441,transaction,108452,4533.0
2015-06-03 19:09:19.288,438441,transaction,272318,2623.0
2015-06-03 19:09:19.288,438441,transaction,342084,2623.0
2015-06-03 19:21:38.046,438441,transaction,215868,9629.0
2015-06-04 02:39:42.146,438441,transaction,4001,4958.0
2015-06-04 02:54:29.656,983395,transaction,384453,10539.0
2015-06-03 17:24:18.779,907091,transaction,49754,14427.0
2015-06-03 17:37:49.699,1029499,transaction,242521,4487.0
2015-06-03 16:59:14.495,85734,transaction,444763,3566.0
2015-06-03 17:39:05.817,163561,transaction,277139,16635.0
2015-06-03 15:13:21.899,149194,transaction,143621,3203.0
2015-06-03 16:04:37.385,1090857,transaction,401682,10941.0
2015-06-03 16:01:25.674,1093035,transaction,260256,6943.0
2015-06-03 15:50:03.608,264398,transaction,430240,1352.0
2015-06-04 05:02:33.568,523878,transaction,127969,5307.0
2015-06-03 06:09:16.948,1308455,transaction,256721,1131.0
2015-06-03 07:48:27.909,943518,transaction,203964,12185.0
2015-06-03 07:15:07.083,1137704,transaction,43090,17279.0
2015-06-03 06:19:15.633,973908,transaction,80858,8499.0
2015-06-03 22:36:29.122,1093035,transaction,336393,11840.0
2015-06-03 22:26:28.230,438441,transaction,259467,12667.0
2015-06-03 22:32:09.560,438441,transaction,225877,13708.0
2015-06-03 22:40:32.575,255393,transaction,146735,12843.0
