visitorid,itemid,interaction_weight
21712.0,372617.0,1
21712.0,395273.0,1
21976.0,343468.0,1
23076.0,434289.0,1
23645.0,250369.0,1
23730.0,113535.0,1
24409.0,380302.0,1
24409.0,461765.0,1
24644.0,38122.0,1
24722.0,65992.0,1
24722.0,172532.0,1
25081.0,74296.0,1
25156.0,415331.0,1
25156.0,446522.0,1
26189.0,429846.0,1
26872.0,357054.0,1
26923.0,26634.0,1
27851.0,63957.0,1
27851.0,293799.0,1
28524.0,460188.0,1
29757.0,243980.0,1
30812.0,191547.0,1
31645.0,179526.0,1
31645.0,270383.0,1
31798.0,25688.0,1
31798.0,99296.0,1
31874.0,285055.0,1
32160.0,80858.0,1
32787.0,88325.0,1
32787.0,133472.0,1
32904.0,102434.0,1
33196.0,30336.0,1
33196.0,245474.0,1
33308.0,27221.0,1
33350.0,154476.0,1
33571.0,58638.0,1
34519.0,98178.0,1
34598.0,361106.0,1
34598.0,410001.0,1
34665.0,310944.0,1
34667.0,284455.0,1
35112.0,161354.0,1
35157.0,266322.0,1
35186.0,103127.0,1
35623.0,135864.0,1
35623.0,196484.0,1
35623.0,288525.0,1
36250.0,133247.0,1
36502.0,176605.0,1
36502.0,220836.0,1
37382.0,255708.0,1
37574.0,201882.0,1
38015.0,427641.0,1
38103.0,26508.0,1
38103.0,86391.0,1
38103.0,164748.0,1
38103.0,200176.0,1
38103.0,301602.0,1
38103.0,330035.0,1
38878.0,312613.0,1
39272.0,48030.0,1
39480.0,145721.0,1
39480.0,150547.0,1
39480.0,151385.0,1
39480.0,288887.0,1
40024.0,117075.0,1
40251.0,79524.0,1
40879.0,133052.0,1
41098.0,84321.0,1
42011.0,55430.0,1
42326.0,69174.0,1
43354.0,134118.0,1
43643.0,21674.0,1
43687.0,159380.0,1
43775.0,429721.0,1
45018.0,444593.0,1
45512.0,305250.0,1
45870.0,357054.0,1
45870.0,407058.0,1
46535.0,119639.0,1
46535.0,303790.0,1
48168.0,56506.0,1
48245.0,374092.0,1
49158.0,88167.0,1
49384.0,31976.0,1
50340.0,8411.0,1
50555.0,2416.0,1
50921.0,448481.0,1
51304.0,426958.0,1
51591.0,456951.0,1
52108.0,397692.0,1
52305.0,29196.0,1
52674.0,291394.0,1
52860.0,112461.0,1
52940.0,309821.0,1
53982.0,73593.0,1
53982.0,289021.0,1
55023.0,403969.0,1
55135.0,164885.0,1
55609.0,262099.0,1
55697.0,139769.0,1
56312.0,222888.0,1
56645.0,178935.0,1
56745.0,457942.0,1
57111.0,387780.0,1
57905.0,62275.0,1
57905.0,138196.0,1
57905.0,267416.0,1
57905.0,338395.0,1
57905.0,341009.0,1
57905.0,428257.0,1
57905.0,459583.0,1
57929.0,288267.0,1
58013.0,113899.0,1
58024.0,351464.0,1
58024.0,463871.0,1
58074.0,347414.0,1
58597.0,6973.0,1
58597.0,456889.0,1
58730.0,185303.0,1
59604.0,257040.0,1
60025.0,215363.0,1
60568.0,36512.0,1
61334.0,382884.0,1
62489.0,51755.0,1
62602.0,448690.0,1
62679.0,184620.0,1
63140.0,178358.0,1
64444.0,375107.0,1
64763.0,44759.0,1
64763.0,294210.0,1
65124.0,3445.0,1
65737.0,441852.0,1
66052.0,174074.0,1
67264.0,51767.0,1
67301.0,119298.0,1
67712.0,207825.0,1
68449.0,303790.0,1
68557.0,257410.0,1
68557.0,357779.0,1
69301.0,367900.0,1
69301.0,448453.0,1
69804.0,428257.0,1
70888.0,444962.0,1
71192.0,279316.0,1
71272.0,372603.0,1
71272.0,446500.0,1
72155.0,390712.0,1
72194.0,164035.0,1
72232.0,68048.0,1
72302.0,48030.0,1
72302.0,239564.0,1
72783.0,17398.0,1
72828.0,161623.0,1
73029.0,159780.0,1
73306.0,102399.0,1
73819.0,326974.0,1
73856.0,231810.0,1
73856.0,365375.0,1
73856.0,407403.0,1
74080.0,62613.0,1
74483.0,374092.0,1
74920.0,345059.0,1
75424.0,31591.0,1
75424.0,90687.0,1
75424.0,195809.0,1
75424.0,288887.0,1
75424.0,289096.0,1
75424.0,326609.0,1
76347.0,264379.0,1
76757.0,320.0,1
76757.0,403.0,1
76757.0,10885.0,1
76757.0,16158.0,1
76757.0,21013.0,1
76757.0,23762.0,1
76757.0,34320.0,1
76757.0,39773.0,1
76757.0,53636.0,1
76757.0,57788.0,1
76757.0,67438.0,1
76757.0,70929.0,1
76757.0,81434.0,1
76757.0,90453.0,1
76757.0,90931.0,1
76757.0,93680.0,1
76757.0,98012.0,1
76757.0,104560.0,1
76757.0,108021.0,1
76757.0,115258.0,1
76757.0,116677.0,1
76757.0,118914.0,1
76757.0,120990.0,1
76757.0,144704.0,1
76757.0,161925.0,1
76757.0,168224.0,1
76757.0,177695.0,1
76757.0,185570.0,1
76757.0,195423.0,1
76757.0,199417.0,1
76757.0,206970.0,1
76757.0,222166.0,1
76757.0,230045.0,1
76757.0,233644.0,1
76757.0,241752.0,1
76757.0,242521.0,1
76757.0,244636.0,1
76757.0,256432.0,1
76757.0,264915.0,1
76757.0,268081.0,1
76757.0,276481.0,1
76757.0,281854.0,1
76757.0,291559.0,1
76757.0,301721.0,1
76757.0,302066.0,1
76757.0,310514.0,1
76757.0,323084.0,1
76757.0,327408.0,1
76757.0,329900.0,1
76757.0,332821.0,1
76757.0,336314.0,1
76757.0,340377.0,1
76757.0,364875.0,1
76757.0,369158.0,1
76757.0,380438.0,1
76757.0,382885.0,1
76757.0,385520.0,1
76757.0,400321.0,1
76757.0,412956.0,1
76757.0,414654.0,1
76757.0,420960.0,1
76757.0,430034.0,1
76757.0,436115.0,1
76757.0,442131.0,1
76757.0,443914.0,1
76757.0,444899.0,1
76757.0,448453.0,1
76757.0,458271.0,1
76757.0,459717.0,1
77868.0,460924.0,1
78755.0,48030.0,1
79279.0,23762.0,1
79312.0,394678.0,1
80034.0,359959.0,1
80364.0,399983.0,1
81688.0,99610.0,1
81742.0,65000.0,1
82759.0,299667.0,1
83748.0,369908.0,1
83823.0,317557.0,1
84275.0,52928.0,1
84327.0,264774.0,1
84660.0,191547.0,1
85734.0,50133.0,1
85734.0,66548.0,1
85734.0,66587.0,1
85734.0,140861.0,1
85734.0,144507.0,1
85734.0,337395.0,1
85734.0,408203.0,1
85734.0,418746.0,1
85734.0,425601.0,1
85734.0,444763.0,1
86005.0,100431.0,1
86049.0,390645.0,1
86669.0,343033.0,1
86982.0,324290.0,1
87660.0,292516.0,1
87886.0,458526.0,1
88182.0,303190.0,1
88183.0,4442.0,1
88427.0,202933.0,1
88841.0,37068.0,1
89237.0,282933.0,1
89426.0,171878.0,1
89656.0,8347.0,1
89882.0,133472.0,1
90093.0,368337.0,1
90496.0,98893.0,1
91913.0,248630.0,1
93978.0,157441.0,1
94177.0,460553.0,1
94463.0,257040.0,1
94463.0,289249.0,1
95059.0,362851.0,1
95233.0,181483.0,1
95794.0,430550.0,1
96640.0,249469.0,1
97992.0,257040.0,1
98364.0,365512.0,1
98772.0,319900.0,1
98772.0,373581.0,1
98887.0,75195.0,1
99569.0,449391.0,1
99634.0,336248.0,1
100012.0,196659.0,1
100198.0,186933.0,1
100459.0,444006.0,1
100539.0,214847.0,1
100790.0,288340.0,1
100840.0,187913.0,1
100894.0,325623.0,1
100988.0,377454.0,1
101175.0,74634.0,1
101175.0,152260.0,1
102019.0,49521.0,1
102019.0,150318.0,1
103744.0,167337.0,1
104522.0,441645.0,1
105033.0,185896.0,1
105164.0,385475.0,1
105283.0,256721.0,1
105552.0,270081.0,1
105693.0,137791.0,1
106381.0,84310.0,1
106515.0,267663.0,1
106733.0,46644.0,1
107944.0,13224.0,1
107998.0,69799.0,1
108972.0,290465.0,1
109095.0,153767.0,1
109184.0,239073.0,1
109184.0,246636.0,1
109184.0,321379.0,1
109246.0,296795.0,1
109408.0,165337.0,1
109662.0,26634.0,1
109850.0,329408.0,1
110014.0,395435.0,1
110090.0,80858.0,1
110412.0,171878.0,1
111325.0,187374.0,1
112253.0,316976.0,1
112417.0,5848.0,1
113028.0,227790.0,1
113137.0,367490.0,1
114915.0,331526.0,1
115257.0,96813.0,1
115257.0,218177.0,1
115257.0,275705.0,1
115573.0,441852.0,1
116771.0,110077.0,1
116997.0,307428.0,1
117236.0,237561.0,1
117934.0,55544.0,1
117934.0,164538.0,1
118129.0,45731.0,1
118129.0,201742.0,1
118129.0,247059.0,1
118487.0,420960.0,1
118543.0,443865.0,1
118734.0,144507.0,1
118831.0,23054.0,1
119139.0,261582.0,1
119328.0,132683.0,1
119827.0,20932.0,1
119827.0,41169.0,1
120036.0,249768.0,1
121322.0,465951.0,1
121688.0,12836.0,1
121688.0,80582.0,1
121688.0,105792.0,1
121688.0,237753.0,1
121688.0,302422.0,1
121688.0,317178.0,1
121688.0,380775.0,1
121688.0,400969.0,1
121951.0,5730.0,1
122126.0,302307.0,1
122153.0,312699.0,1
122239.0,426129.0,1
122598.0,56570.0,1
122700.0,336228.0,1
122728.0,441751.0,1
123702.0,294210.0,1
123724.0,256721.0,1
124220.0,403146.0,1
124971.0,187138.0,1
125048.0,459989.0,1
125197.0,347014.0,1
125208.0,339808.0,1
127366.0,420960.0,1
127452.0,121835.0,1
127452.0,359910.0,1
127910.0,425009.0,1
128223.0,302563.0,1
128578.0,92678.0,1
128727.0,205663.0,1
128727.0,346015.0,1
129198.0,187132.0,1
129642.0,298771.0,1
130293.0,464960.0,1
130492.0,3566.0,1
130492.0,274051.0,1
130492.0,415833.0,1
130658.0,432842.0,1
130917.0,150100.0,1
131371.0,311405.0,1
131371.0,325521.0,1
131578.0,242521.0,1
131954.0,93705.0,1
132168.0,378893.0,1
132829.0,335457.0,1
133120.0,132347.0,1
133645.0,200180.0,1
133777.0,62613.0,1
134169.0,212006.0,1
134290.0,365015.0,1
134524.0,381262.0,1
134868.0,26210.0,1
135201.0,314217.0,1
135511.0,410616.0,1
137011.0,73898.0,1
137110.0,129121.0,1
137285.0,163751.0,1
138021.0,233099.0,1
138021.0,285154.0,1
138021.0,422376.0,1
138131.0,14932.0,1
138131.0,23257.0,1
138131.0,36995.0,1
138131.0,43590.0,1
138131.0,47415.0,1
138131.0,58719.0,1
138131.0,75510.0,1
138131.0,86844.0,1
138131.0,105334.0,1
138131.0,117551.0,1
138131.0,118504.0,1
138131.0,123548.0,1
138131.0,127842.0,1
138131.0,130113.0,1
138131.0,138427.0,1
138131.0,150882.0,1
138131.0,151061.0,1
138131.0,153301.0,1
138131.0,161911.0,1
138131.0,174074.0,1
138131.0,175652.0,1
138131.0,186702.0,1
138131.0,189818.0,1
138131.0,201671.0,1
138131.0,208505.0,1
138131.0,214415.0,1
138131.0,218385.0,1
138131.0,242694.0,1
138131.0,243566.0,1
138131.0,250301.0,1
138131.0,259822.0,1
138131.0,264179.0,1
138131.0,266085.0,1
138131.0,268956.0,1
138131.0,281717.0,1
138131.0,283916.0,1
138131.0,284463.0,1
138131.0,288525.0,1
138131.0,289096.0,1
138131.0,300670.0,1
138131.0,301284.0,1
138131.0,301721.0,1
138131.0,318333.0,1
138131.0,326449.0,1
138131.0,332224.0,1
138131.0,346436.0,1
138131.0,362348.0,1
138131.0,362634.0,1
138131.0,362760.0,1
138131.0,362807.0,1
138131.0,369158.0,1
138131.0,369933.0,1
138131.0,370390.0,1
138131.0,373318.0,1
138131.0,377380.0,1
138131.0,399592.0,1
138131.0,403591.0,1
138131.0,419701.0,1
138131.0,420960.0,1
138131.0,428446.0,1
138131.0,441415.0,1
138131.0,441966.0,1
138131.0,457045.0,1
138131.0,458608.0,1
138131.0,466109.0,1
138322.0,196629.0,1
138458.0,388097.0,1
139064.0,267010.0,1
139805.0,389585.0,1
140568.0,278893.0,1
140884.0,8651.0,1
141812.0,168386.0,1
141889.0,254432.0,1
141905.0,395596.0,1
142099.0,116624.0,1
142649.0,237960.0,1
143361.0,342331.0,1
143630.0,5730.0,1
143679.0,384397.0,1
144378.0,324963.0,1
144849.0,268490.0,1
144849.0,332078.0,1
144849.0,406100.0,1
145261.0,201955.0,1
145936.0,340918.0,1
146547.0,222082.0,1
146698.0,133814.0,1
146698.0,213423.0,1
147290.0,446522.0,1
147808.0,55161.0,1
147954.0,1891.0,1
148192.0,286944.0,1
148453.0,389814.0,1
148615.0,303637.0,1
148811.0,93556.0,1
149166.0,248630.0,1
149194.0,143621.0,1
149854.0,204808.0,1
149854.0,207993.0,1
149854.0,346655.0,1
149978.0,253156.0,1
150184.0,3024.0,1
150737.0,158912.0,1
150928.0,414078.0,1
151138.0,144648.0,1
152089.0,164543.0,1
152420.0,99675.0,1
152420.0,268659.0,1
152891.0,137454.0,1
152963.0,387.0,1
152963.0,2455.0,1
152963.0,3914.0,1
152963.0,5675.0,1
152963.0,6337.0,1
152963.0,11621.0,1
152963.0,13280.0,1
152963.0,17478.0,1
152963.0,25025.0,1
152963.0,26228.0,1
152963.0,31980.0,1
152963.0,32313.0,1
152963.0,34278.0,1
152963.0,37029.0,1
152963.0,38394.0,1
152963.0,39773.0,1
152963.0,45520.0,1
152963.0,54558.0,1
152963.0,55955.0,1
152963.0,57723.0,1
152963.0,67719.0,1
152963.0,90487.0,1
152963.0,97139.0,1
152963.0,98962.0,1
152963.0,104891.0,1
152963.0,112782.0,1
152963.0,114913.0,1
152963.0,125831.0,1
152963.0,131745.0,1
152963.0,144131.0,1
152963.0,148666.0,1
152963.0,150235.0,1
152963.0,171427.0,1
152963.0,176323.0,1
152963.0,183068.0,1
152963.0,186702.0,1
152963.0,197561.0,1
152963.0,207572.0,1
152963.0,208820.0,1
152963.0,210002.0,1
152963.0,213306.0,1
152963.0,214757.0,1
152963.0,217605.0,1
152963.0,225514.0,1
152963.0,229225.0,1
152963.0,240160.0,1
152963.0,244258.0,1
152963.0,244458.0,1
152963.0,248605.0,1
152963.0,256706.0,1
152963.0,259962.0,1
152963.0,266512.0,1
152963.0,271324.0,1
152963.0,283916.0,1
152963.0,295448.0,1
152963.0,302144.0,1
152963.0,304839.0,1
152963.0,307074.0,1
152963.0,314285.0,1
152963.0,315919.0,1
152963.0,316031.0,1
152963.0,322717.0,1
152963.0,323578.0,1
152963.0,325310.0,1
152963.0,330506.0,1
152963.0,334401.0,1
152963.0,337772.0,1
152963.0,341070.0,1
152963.0,345613.0,1
152963.0,348162.0,1
152963.0,356668.0,1
152963.0,358428.0,1
152963.0,360825.0,1
152963.0,373861.0,1
152963.0,375150.0,1
152963.0,380578.0,1
152963.0,382317.0,1
152963.0,383864.0,1
152963.0,384302.0,1
152963.0,391049.0,1
152963.0,391515.0,1
152963.0,396853.0,1
152963.0,400077.0,1
152963.0,406609.0,1
152963.0,407320.0,1
152963.0,410582.0,1
152963.0,416399.0,1
152963.0,420960.0,1
152963.0,421702.0,1
152963.0,427639.0,1
152963.0,431472.0,1
152963.0,439956.0,1
152963.0,458109.0,1
152963.0,458365.0,1
153514.0,181705.0,1
153536.0,158666.0,1
153780.0,181188.0,1
153780.0,448453.0,1
154217.0,321089.0,1
154454.0,249434.0,1
154476.0,43267.0,1
154503.0,422679.0,1
154559.0,272263.0,1
154766.0,233439.0,1
154970.0,375332.0,1
155278.0,414593.0,1
156002.0,202354.0,1
156382.0,279316.0,1
156391.0,369197.0,1
156973.0,197394.0,1
157419.0,63769.0,1
157419.0,100367.0,1
157419.0,135703.0,1
157419.0,150185.0,1
157419.0,351982.0,1
157482.0,307074.0,1
158161.0,346627.0,1
158456.0,11296.0,1
158701.0,207825.0,1
159004.0,302329.0,1
159827.0,380212.0,1
160095.0,418690.0,1
160369.0,296217.0,1
161529.0,164035.0,1
161617.0,309372.0,1
161626.0,317822.0,1
162313.0,424265.0,1
162815.0,1684.0,1
162932.0,144540.0,1
163049.0,38965.0,1
163156.0,146471.0,1
163561.0,41422.0,1
163561.0,114121.0,1
163561.0,143643.0,1
163561.0,277139.0,1
163561.0,279618.0,1
163561.0,293038.0,1
163561.0,324462.0,1
163561.0,382649.0,1
163561.0,421884.0,1
163561.0,432925.0,1
164995.0,4613.0,1
164995.0,160904.0,1
165003.0,367374.0,1
165696.0,382885.0,1
165718.0,237019.0,1
167101.0,104891.0,1
167556.0,400873.0,1
167876.0,203090.0,1
168685.0,210009.0,1
168761.0,338307.0,1
168889.0,378199.0,1
169576.0,89044.0,1
169589.0,278380.0,1
169589.0,309976.0,1
169589.0,446478.0,1
170618.0,54698.0,1
170618.0,342264.0,1
171457.0,454818.0,1
171785.0,66752.0,1
172015.0,96940.0,1
172104.0,172470.0,1
173019.0,193545.0,1
173863.0,8786.0,1
173863.0,33912.0,1
173863.0,138427.0,1
173863.0,213834.0,1
173863.0,253602.0,1
173863.0,322489.0,1
173863.0,354889.0,1
173863.0,402187.0,1
173863.0,446411.0,1
174494.0,20195.0,1
175106.0,446820.0,1
175940.0,364166.0,1
177537.0,145403.0,1
178281.0,7943.0,1
179034.0,325189.0,1
179210.0,48030.0,1
179353.0,227976.0,1
179772.0,234869.0,1
179972.0,455125.0,1
181318.0,336327.0,1
181723.0,315543.0,1
181727.0,130304.0,1
181972.0,423315.0,1
182047.0,244494.0,1
182055.0,384302.0,1
182055.0,396853.0,1
182406.0,261589.0,1
182582.0,306551.0,1
184607.0,451785.0,1
184974.0,6633.0,1
185790.0,379796.0,1
185928.0,253286.0,1
186733.0,259725.0,1
187035.0,388381.0,1
187302.0,417927.0,1
187327.0,173991.0,1
188096.0,75820.0,1
188116.0,79801.0,1
188116.0,83572.0,1
188116.0,172606.0,1
188116.0,368360.0,1
188116.0,443875.0,1
189384.0,299044.0,1
189384.0,310791.0,1
190940.0,169583.0,1
191439.0,821.0,1
191448.0,342145.0,1
191477.0,266965.0,1
192352.0,312904.0,1
192595.0,420528.0,1
193036.0,433504.0,1
193126.0,378850.0,1
193936.0,398115.0,1
195623.0,187549.0,1
196024.0,14287.0,1
196024.0,235946.0,1
196024.0,318697.0,1
196046.0,443030.0,1
196128.0,321577.0,1
196128.0,390152.0,1
196181.0,89247.0,1
196181.0,242819.0,1
196502.0,415653.0,1
197591.0,393144.0,1
197686.0,200425.0,1
198045.0,111052.0,1
198153.0,72747.0,1
198153.0,312728.0,1
198764.0,167122.0,1
199033.0,448494.0,1
199153.0,346437.0,1
200442.0,461180.0,1
200454.0,23683.0,1
201024.0,392162.0,1
201718.0,273872.0,1
202080.0,366691.0,1
202290.0,432409.0,1
202835.0,192413.0,1
204276.0,226089.0,1
204328.0,324694.0,1
204341.0,343256.0,1
204392.0,15903.0,1
204496.0,20092.0,1
204853.0,303715.0,1
204995.0,215704.0,1
205085.0,26515.0,1
207043.0,194010.0,1
207917.0,449489.0,1
208352.0,126307.0,1
208452.0,272969.0,1
208560.0,41169.0,1
208560.0,187132.0,1
208678.0,445728.0,1
209453.0,226776.0,1
211130.0,418211.0,1
211278.0,461455.0,1
211887.0,261589.0,1
212886.0,217605.0,1
213098.0,465276.0,1
213145.0,23762.0,1
213145.0,73759.0,1
213145.0,105601.0,1
213145.0,117075.0,1
213145.0,205139.0,1
213145.0,207546.0,1
213145.0,361038.0,1
213145.0,382499.0,1
213330.0,188550.0,1
213393.0,310233.0,1
213865.0,212917.0,1
213910.0,355186.0,1
214083.0,302858.0,1
214105.0,275219.0,1
214105.0,310233.0,1
214193.0,130208.0,1
214193.0,159780.0,1
215257.0,329615.0,1
215474.0,268081.0,1
216994.0,100944.0,1
217214.0,167871.0,1
217419.0,91888.0,1
217712.0,12765.0,1
217982.0,161182.0,1
218274.0,134191.0,1
218640.0,278843.0,1
218648.0,5290.0,1
218648.0,20542.0,1
218648.0,119364.0,1
218648.0,121595.0,1
218648.0,307588.0,1
218648.0,438759.0,1
218828.0,293311.0,1
219788.0,428756.0,1
219788.0,445681.0,1
219788.0,451600.0,1
219932.0,118742.0,1
220296.0,116974.0,1
220911.0,258335.0,1
221046.0,333093.0,1
221900.0,414640.0,1
222046.0,109583.0,1
222046.0,175746.0,1
222046.0,212091.0,1
222046.0,349604.0,1
222411.0,441852.0,1
222696.0,269268.0,1
223972.0,328548.0,1
224732.0,164035.0,1
224928.0,344428.0,1
224928.0,379953.0,1
224928.0,436056.0,1
225043.0,274051.0,1
225043.0,415833.0,1
225607.0,170671.0,1
225810.0,271896.0,1
225865.0,7943.0,1
225936.0,80965.0,1
225990.0,324209.0,1
226075.0,417927.0,1
226088.0,221290.0,1
226296.0,328025.0,1
226308.0,217043.0,1
226547.0,460553.0,1
226726.0,444603.0,1
226999.0,43267.0,1
227174.0,356569.0,1
228703.0,81705.0,1
229432.0,192144.0,1
230233.0,403039.0,1
230847.0,22495.0,1
231275.0,324290.0,1
231908.0,255708.0,1
232337.0,243626.0,1
232491.0,361554.0,1
233092.0,248760.0,1
233156.0,144635.0,1
233323.0,140730.0,1
233979.0,81434.0,1
233979.0,245810.0,1
233979.0,281854.0,1
233979.0,364875.0,1
233979.0,385520.0,1
233979.0,398397.0,1
233979.0,442150.0,1
234593.0,224110.0,1
235067.0,238394.0,1
235387.0,321712.0,1
235606.0,70237.0,1
236211.0,175907.0,1
236213.0,218130.0,1
236800.0,55925.0,1
237434.0,448220.0,1
238442.0,20395.0,1
238781.0,7943.0,1
239319.0,422425.0,1
239564.0,132507.0,1
239564.0,148034.0,1
239564.0,217585.0,1
239564.0,248127.0,1
240176.0,32402.0,1
240998.0,90897.0,1
240998.0,309438.0,1
240998.0,326457.0,1
241356.0,181315.0,1
241356.0,397949.0,1
242520.0,208637.0,1
242567.0,147879.0,1
242654.0,361142.0,1
242861.0,20092.0,1
243025.0,182991.0,1
243025.0,227653.0,1
243025.0,255729.0,1
243636.0,154704.0,1
243636.0,423897.0,1
244531.0,149723.0,1
244556.0,297726.0,1
244756.0,34763.0,1
244835.0,373665.0,1
244835.0,438381.0,1
244853.0,156644.0,1
244853.0,194562.0,1
244853.0,199018.0,1
244853.0,216556.0,1
245293.0,318297.0,1
246235.0,283573.0,1
246785.0,43055.0,1
246785.0,64747.0,1
246785.0,91556.0,1
246785.0,155485.0,1
246785.0,206000.0,1
246785.0,233008.0,1
246785.0,390289.0,1
246796.0,217328.0,1
247235.0,2567.0,1
247235.0,19078.0,1
247235.0,22926.0,1
247235.0,37029.0,1
247235.0,46971.0,1
247235.0,50969.0,1
247235.0,52815.0,1
247235.0,56441.0,1
247235.0,91152.0,1
247235.0,95042.0,1
247235.0,104560.0,1
247235.0,110583.0,1
247235.0,148328.0,1
247235.0,150540.0,1
247235.0,163350.0,1
247235.0,172309.0,1
247235.0,179788.0,1
247235.0,197498.0,1
247235.0,199647.0,1
247235.0,206218.0,1
247235.0,212917.0,1
247235.0,213876.0,1
247235.0,255528.0,1
247235.0,260257.0,1
247235.0,277139.0,1
247235.0,282385.0,1
247235.0,303715.0,1
247235.0,303969.0,1
247235.0,327413.0,1
247235.0,352378.0,1
247235.0,356740.0,1
247235.0,369933.0,1
247235.0,380511.0,1
247235.0,384302.0,1
247235.0,395749.0,1
247235.0,410995.0,1
247235.0,434487.0,1
247235.0,435618.0,1
247235.0,445860.0,1
247235.0,455804.0,1
248671.0,424506.0,1
248671.0,439194.0,1
248679.0,44631.0,1
248679.0,230605.0,1
248679.0,342789.0,1
248679.0,416017.0,1
248679.0,444931.0,1
248810.0,424421.0,1
248848.0,77169.0,1
249053.0,159780.0,1
250146.0,171878.0,1
250146.0,218794.0,1
250372.0,14741.0,1
250527.0,212705.0,1
251892.0,143643.0,1
252249.0,113440.0,1
252812.0,323291.0,1
252840.0,204860.0,1
253109.0,69917.0,1
253109.0,211592.0,1
253213.0,111302.0,1
253213.0,328278.0,1
253328.0,239564.0,1
254126.0,210774.0,1
254893.0,69533.0,1
255309.0,165095.0,1
255389.0,115698.0,1
255393.0,20740.0,1
255393.0,146735.0,1
256505.0,373360.0,1
256821.0,151508.0,1
256877.0,16344.0,1
257462.0,426550.0,1
257912.0,180751.0,1
258107.0,20968.0,1
259050.0,323455.0,1
259827.0,250273.0,1
260491.0,398728.0,1
261693.0,351481.0,1
261694.0,312728.0,1
261793.0,233439.0,1
261883.0,344421.0,1
262607.0,383396.0,1
263161.0,73568.0,1
263205.0,243606.0,1
263391.0,248614.0,1
263462.0,161153.0,1
263746.0,338794.0,1
263783.0,299038.0,1
264398.0,430240.0,1
264716.0,410102.0,1
264734.0,298324.0,1
264810.0,325310.0,1
264883.0,272733.0,1
265832.0,144761.0,1
266693.0,390992.0,1
266892.0,325310.0,1
268239.0,41932.0,1
268385.0,148157.0,1
268428.0,192288.0,1
269879.0,273943.0,1
270248.0,462070.0,1
270464.0,77742.0,1
270464.0,178112.0,1
271486.0,256721.0,1
273341.0,63092.0,1
273341.0,171814.0,1
273406.0,140527.0,1
273406.0,256146.0,1
273406.0,410587.0,1
274152.0,17478.0,1
275846.0,398489.0,1
276016.0,259487.0,1
276034.0,302433.0,1
276382.0,253286.0,1
277476.0,420960.0,1
277968.0,312728.0,1
278041.0,199910.0,1
278088.0,337306.0,1
278647.0,449776.0,1
278967.0,200678.0,1
279193.0,68672.0,1
279677.0,113535.0,1
279876.0,250094.0,1
280692.0,207420.0,1
282705.0,431447.0,1
282887.0,441852.0,1
283477.0,123995.0,1
283477.0,171875.0,1
283477.0,260966.0,1
283477.0,281717.0,1
283477.0,306161.0,1
283477.0,334401.0,1
283858.0,33303.0,1
284251.0,369933.0,1
285368.0,40870.0,1
285368.0,272527.0,1
286616.0,19142.0,1
286616.0,183087.0,1
286616.0,226820.0,1
286616.0,268081.0,1
286616.0,303828.0,1
286616.0,418560.0,1
286616.0,432478.0,1
286616.0,435265.0,1
286616.0,449489.0,1
287996.0,257040.0,1
288061.0,298828.0,1
288488.0,36039.0,1
288488.0,282446.0,1
288665.0,232085.0,1
290201.0,307588.0,1
