timestamp_x,visitorid,event,itemid,transactionid,timestamp_y,property,value,categoryid,parentid
2015-06-01 17:40:03.455,945184.0,transaction,245400.0,2415.0,1433041200000.0,985.0,769062,985.0,1502.0
2015-06-01 16:56:48.042,1406787.0,transaction,336832.0,15915.0,1432436400000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 16:56:48.042,1406787.0,transaction,336832.0,15915.0,1436670000000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 16:56:48.042,1406787.0,transaction,336832.0,15915.0,1434250800000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 17:29:28.674,820159.0,transaction,202052.0,14924.0,1432436400000.0,888.0,n12288.000 961511,888.0,866.0
2015-06-01 17:29:28.674,820159.0,transaction,202052.0,14924.0,1433041200000.0,839.0,489797,839.0,33.0
2015-06-01 23:41:36.802,319880.0,transaction,7943.0,11615.0,1435460400000.0,689.0,150169 1249027,689.0,207.0
2015-06-01 23:01:58.976,608628.0,transaction,185598.0,11956.0,1439694000000.0,202.0,498907 452490 n64200.000,202.0,1008.0
2015-06-02 02:31:26.455,956011.0,transaction,338308.0,3051.0,,,,,
2015-06-02 01:29:18.795,1318394.0,transaction,318333.0,11413.0,1433646000000.0,202.0,586600,202.0,1008.0
2015-06-02 01:29:18.795,1318394.0,transaction,318333.0,11413.0,1433041200000.0,533.0,n60.000 147634,533.0,1299.0
2015-06-02 01:29:47.406,61806.0,transaction,68242.0,1343.0,,,,,
2015-06-02 01:42:48.340,1331125.0,transaction,185896.0,11138.0,1439694000000.0,698.0,1039610 1242090,698.0,1251.0
2015-06-02 02:18:38.562,911093.0,transaction,277119.0,1798.0,1431226800000.0,159.0,519769,159.0,1028.0
2015-06-02 02:18:38.578,911093.0,transaction,251130.0,1798.0,,,,,
2015-06-01 07:18:48.864,157419.0,transaction,63769.0,16605.0,1435460400000.0,521.0,769062,521.0,654.0
2015-06-01 07:18:48.864,157419.0,transaction,63769.0,16605.0,1439694000000.0,689.0,150169 683159,689.0,207.0
2015-06-01 07:18:48.880,157419.0,transaction,135703.0,16605.0,1431831600000.0,71.0,57916,71.0,1579.0
2015-06-01 07:18:48.880,157419.0,transaction,135703.0,16605.0,1435460400000.0,227.0,827388,227.0,602.0
2015-06-01 07:18:48.880,157419.0,transaction,135703.0,16605.0,1433041200000.0,928.0,769062,928.0,20.0
2015-06-01 10:24:31.395,1166562.0,transaction,103311.0,16717.0,,,,,
2015-06-01 22:04:21.122,464138.0,transaction,428257.0,16951.0,1438484400000.0,888.0,1097541 309080,888.0,866.0
2015-06-01 22:04:21.122,464138.0,transaction,428257.0,16951.0,1431226800000.0,112.0,679677,112.0,381.0
2015-06-01 22:04:21.122,464138.0,transaction,428257.0,16951.0,1431226800000.0,888.0,1097541,888.0,866.0
2015-06-01 22:04:21.122,464138.0,transaction,428257.0,16951.0,1431831600000.0,888.0,1097541,888.0,866.0
2015-06-01 22:04:21.122,464138.0,transaction,428257.0,16951.0,1439089200000.0,591.0,1116693,591.0,933.0
2015-06-01 22:04:32.991,273406.0,transaction,256146.0,8900.0,1431226800000.0,283.0,407910 150169 512565 343546 237874 140407 407910 150169 512565 237874 140407 1033635 745821 550869 3110 150169 426626 512565 703408 31884 227976 615215 260187 150169 718248 610340 998633,283.0,1579.0
2015-06-02 03:40:59.038,1233140.0,transaction,167827.0,15894.0,1431226800000.0,6.0,927194 941575,6.0,933.0
2015-06-02 03:40:59.038,1233140.0,transaction,167827.0,15894.0,1435460400000.0,159.0,519769,159.0,1028.0
2015-06-02 03:40:59.038,1233140.0,transaction,387504.0,15894.0,,,,,
2015-06-02 01:06:42.981,813069.0,transaction,201598.0,11179.0,1433646000000.0,671.0,769062,671.0,1426.0
2015-06-02 01:08:18.898,504901.0,transaction,367664.0,8467.0,,,,,
2015-06-02 00:32:41.452,1041255.0,transaction,10034.0,17128.0,1431226800000.0,159.0,519769,159.0,1028.0
2015-06-02 00:32:41.452,1041255.0,transaction,10034.0,17128.0,1433646000000.0,364.0,1333426,364.0,711.0
2015-06-02 00:53:39.951,328126.0,transaction,159822.0,14179.0,1440903600000.0,888.0,681821 237874 928736,888.0,866.0
2015-06-02 00:53:39.951,328126.0,transaction,159822.0,14179.0,1433646000000.0,888.0,681821 237874 928736,888.0,866.0
2015-06-02 00:53:39.951,328126.0,transaction,159822.0,14179.0,1435460400000.0,202.0,681821,202.0,1008.0
2015-06-02 00:53:39.951,328126.0,transaction,159822.0,14179.0,1439089200000.0,888.0,681821 237874 928736,888.0,866.0
2015-06-02 00:53:39.951,328126.0,transaction,159822.0,14179.0,1442113200000.0,888.0,681821 237874 928736,888.0,866.0
2015-06-01 19:34:43.751,404403.0,transaction,50934.0,7686.0,,,,,
2015-06-01 18:57:33.966,497826.0,transaction,380493.0,14914.0,1436670000000.0,12.0,181384,12.0,1110.0
2015-06-01 18:57:33.966,497826.0,transaction,380493.0,14914.0,1433646000000.0,12.0,181384,12.0,1110.0
2015-06-01 18:57:33.966,497826.0,transaction,380493.0,14914.0,1434250800000.0,12.0,181384,12.0,1110.0
2015-06-01 18:47:18.292,666960.0,transaction,89977.0,17118.0,,,,,
2015-06-01 19:04:27.024,1161163.0,transaction,383396.0,118.0,1439694000000.0,591.0,1116693,591.0,933.0
2015-06-02 02:49:14.800,1281446.0,transaction,55925.0,6155.0,1433041200000.0,764.0,1285872,764.0,1370.0
2015-06-02 02:49:14.800,1281446.0,transaction,55925.0,6155.0,1436670000000.0,888.0,187654 1070002 389572 722860 1253153 770984,888.0,866.0
2015-06-02 02:49:14.800,1281446.0,transaction,55925.0,6155.0,1439089200000.0,888.0,187654 1070002 389572 722860 1253153 770984,888.0,866.0
2015-06-02 02:49:14.800,1281446.0,transaction,55925.0,6155.0,1440298800000.0,888.0,187654 1070002 389572 722860 1253153 770984,888.0,866.0
2015-06-01 20:52:23.403,217773.0,transaction,308648.0,1482.0,,,,,
2015-06-01 21:18:19.698,121688.0,transaction,380775.0,11117.0,1432436400000.0,790.0,n3480.000,790.0,1492.0
2015-06-01 21:18:19.698,121688.0,transaction,380775.0,11117.0,1439694000000.0,964.0,769062,964.0,1326.0
2015-06-01 21:18:19.698,121688.0,transaction,380775.0,11117.0,1431831600000.0,790.0,n3600.000,790.0,1492.0
2015-06-01 21:18:19.698,121688.0,transaction,380775.0,11117.0,1431226800000.0,790.0,n3600.000,790.0,1492.0
2015-06-02 05:13:47.775,1043433.0,transaction,181045.0,9766.0,,,,,
2015-06-01 16:30:53.107,1242777.0,transaction,430292.0,17312.0,,,,,
2015-06-01 16:01:58.180,189384.0,transaction,299044.0,7244.0,1436670000000.0,790.0,n44160.000,790.0,1492.0
2015-06-01 16:01:58.180,189384.0,transaction,299044.0,7244.0,1433041200000.0,658.0,769062,658.0,506.0
2015-06-01 16:01:58.180,189384.0,transaction,299044.0,7244.0,1438484400000.0,790.0,n40680.000,790.0,1492.0
2015-06-01 16:01:58.180,189384.0,transaction,299044.0,7244.0,1440903600000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 11:55:11.054,826010.0,transaction,138356.0,16490.0,1439694000000.0,790.0,n340920.000,790.0,1492.0
2015-06-01 11:55:11.054,826010.0,transaction,138356.0,16490.0,1431226800000.0,790.0,n307560.000,790.0,1492.0
2015-06-01 11:55:11.054,826010.0,transaction,138356.0,16490.0,1432436400000.0,790.0,n307560.000,790.0,1492.0
2015-06-01 18:28:13.418,286616.0,transaction,183087.0,8906.0,1435460400000.0,112.0,679677,112.0,381.0
2015-06-01 18:28:13.418,286616.0,transaction,183087.0,8906.0,1435460400000.0,6.0,210045,6.0,933.0
2015-06-01 18:40:55.367,1192199.0,transaction,461765.0,8010.0,1432436400000.0,468.0,n24.000 272976,468.0,666.0
2015-06-01 18:40:55.367,1192199.0,transaction,461765.0,8010.0,1435460400000.0,335.0,769062,335.0,1486.0
2015-06-01 18:40:55.367,1192199.0,transaction,461765.0,8010.0,1436670000000.0,335.0,769062,335.0,1486.0
2015-06-01 18:40:55.367,1192199.0,transaction,461765.0,8010.0,1439089200000.0,335.0,769062,335.0,1486.0
2015-06-01 18:40:55.367,1192199.0,transaction,461765.0,8010.0,1435460400000.0,188.0,769062,188.0,1200.0
2015-06-01 18:40:18.826,1235292.0,transaction,221963.0,1139.0,1431226800000.0,917.0,n61584027132.000,917.0,1374.0
2015-06-01 18:40:18.826,1235292.0,transaction,221963.0,1139.0,1431831600000.0,405.0,553394,405.0,351.0
2015-06-01 18:40:18.826,1235292.0,transaction,4887.0,1139.0,,,,,
2015-06-01 18:21:53.691,1236753.0,transaction,336393.0,10874.0,1437274800000.0,790.0,n31440.000,790.0,1492.0
2015-06-01 18:21:53.691,1236753.0,transaction,336393.0,10874.0,1436670000000.0,790.0,n31440.000,790.0,1492.0
2015-06-01 18:21:53.691,1236753.0,transaction,336393.0,10874.0,1439089200000.0,690.0,593601 n18000.000 739952,690.0,1125.0
2015-06-01 18:21:53.691,1236753.0,transaction,336393.0,10874.0,1437879600000.0,790.0,n31440.000,790.0,1492.0
2015-06-01 17:07:43.438,1161163.0,transaction,321712.0,17496.0,1431226800000.0,790.0,n15300.000,790.0,1492.0
2015-06-01 17:07:43.438,1161163.0,transaction,321712.0,17496.0,1433041200000.0,790.0,n15300.000,790.0,1492.0
2015-06-01 17:32:03.397,977567.0,transaction,177773.0,17306.0,1432436400000.0,1066.0,427830 424566,1066.0,293.0
2015-06-01 17:32:03.397,977567.0,transaction,177773.0,17306.0,1433041200000.0,678.0,1115724,678.0,250.0
2015-06-01 17:32:03.397,977567.0,transaction,177773.0,17306.0,1439694000000.0,230.0,816598 43939,230.0,1424.0
2015-06-01 17:33:54.080,1252850.0,transaction,277201.0,16934.0,,,,,
2015-06-01 16:43:29.579,34648.0,transaction,281211.0,11609.0,,,,,
2015-06-01 23:00:43.887,22090.0,transaction,205566.0,14860.0,,,,,
2015-06-01 22:55:06.504,396761.0,transaction,36873.0,17479.0,,,,,
2015-06-02 01:33:42.979,1020169.0,transaction,226728.0,4258.0,1431226800000.0,112.0,679677,112.0,381.0
2015-06-02 01:33:42.979,1020169.0,transaction,226728.0,4258.0,1433646000000.0,713.0,373898,713.0,1615.0
2015-06-02 02:18:38.594,911093.0,transaction,261940.0,1798.0,1437879600000.0,790.0,n332280.000,790.0,1492.0
2015-06-02 02:18:38.594,911093.0,transaction,261940.0,1798.0,1436670000000.0,617.0,980836,617.0,131.0
2015-06-02 02:18:38.594,911093.0,transaction,261940.0,1798.0,1431226800000.0,764.0,1285872,764.0,1370.0
2015-06-02 02:18:38.594,911093.0,transaction,261940.0,1798.0,1440298800000.0,790.0,n338280.000,790.0,1492.0
2015-06-02 02:18:38.594,911093.0,transaction,261940.0,1798.0,1439694000000.0,790.0,n335280.000,790.0,1492.0
2015-06-02 02:18:39.825,800638.0,transaction,27812.0,15184.0,1434250800000.0,790.0,n137760.000,790.0,1492.0
2015-06-02 02:18:39.825,800638.0,transaction,27812.0,15184.0,1438484400000.0,790.0,n159360.000,790.0,1492.0
2015-06-02 02:18:39.825,800638.0,transaction,27812.0,15184.0,1433041200000.0,917.0,252157,917.0,1374.0
2015-06-02 02:18:39.825,800638.0,transaction,27812.0,15184.0,1436065200000.0,790.0,n157200.000,790.0,1492.0
2015-06-02 04:19:32.086,571258.0,transaction,50329.0,5291.0,,,,,
2015-06-02 04:16:38.043,1299250.0,transaction,422948.0,15155.0,1432436400000.0,884.0,n23040.000 628176 n12960.000,884.0,127.0
2015-06-02 04:44:12.198,254621.0,transaction,404936.0,438.0,,,,,
2015-06-01 22:04:33.007,273406.0,transaction,410587.0,8900.0,1432436400000.0,941.0,386387 150169 24570,941.0,1492.0
2015-06-01 22:05:33.767,291283.0,transaction,300559.0,7299.0,1431226800000.0,764.0,1285872,764.0,1370.0
2015-06-01 22:05:33.767,291283.0,transaction,300559.0,7299.0,1441508400000.0,581.0,472016 181384 1041261 191208,581.0,1600.0
2015-06-01 22:05:33.767,291283.0,transaction,300559.0,7299.0,1442113200000.0,581.0,472016 181384 1041261 191208,581.0,1600.0
2015-06-01 22:05:33.767,291283.0,transaction,300559.0,7299.0,1439694000000.0,783.0,1116693,783.0,216.0
2015-06-01 22:05:33.767,291283.0,transaction,300559.0,7299.0,1440298800000.0,581.0,472016 181384 1041261 191208,581.0,1600.0
2015-06-01 19:56:25.658,1001673.0,transaction,366859.0,10811.0,1433041200000.0,518.0,711000,518.0,362.0
2015-06-01 19:56:25.658,1001673.0,transaction,366859.0,10811.0,1431226800000.0,6.0,915957 727528,6.0,933.0
2015-06-01 19:56:46.423,1344887.0,transaction,446524.0,7323.0,1433041200000.0,376.0,769062,376.0,48.0
2015-06-01 19:56:46.423,1344887.0,transaction,446524.0,7323.0,1432436400000.0,790.0,n13920.000,790.0,1492.0
2015-06-01 19:56:46.423,1344887.0,transaction,446524.0,7323.0,1439089200000.0,790.0,n18000.000,790.0,1492.0
2015-06-01 19:56:46.423,1344887.0,transaction,446524.0,7323.0,1438484400000.0,790.0,n18000.000,790.0,1492.0
2015-06-01 20:00:19.667,639964.0,transaction,360258.0,17497.0,1431226800000.0,227.0,430845 98427,227.0,602.0
2015-06-01 20:13:57.878,1233931.0,transaction,445821.0,12555.0,1433646000000.0,441.0,n1440.000 628176 n720.000 424566,441.0,727.0
2015-06-01 20:13:57.878,1233931.0,transaction,445821.0,12555.0,1436670000000.0,441.0,n1440.000 628176 n720.000 424566,441.0,727.0
2015-06-01 20:13:57.878,1233931.0,transaction,445821.0,12555.0,1435460400000.0,441.0,n1440.000 628176 n720.000 424566,441.0,727.0
2015-06-02 00:01:49.713,876581.0,transaction,125862.0,2216.0,,,,,
2015-06-01 19:32:26.713,480593.0,transaction,107195.0,6580.0,,,,,
2015-06-01 19:42:08.616,1094490.0,transaction,454964.0,6344.0,1438484400000.0,591.0,1116693,591.0,933.0
2015-06-01 19:42:08.616,1094490.0,transaction,454964.0,6344.0,1432436400000.0,1036.0,1318567,1036.0,1420.0
2015-06-01 19:42:45.442,1236753.0,transaction,185179.0,4455.0,,,,,
2015-06-01 19:39:56.017,422787.0,transaction,259078.0,12051.0,,,,,
2015-06-01 18:45:42.341,404403.0,transaction,36013.0,7630.0,1432436400000.0,776.0,746202,776.0,727.0
2015-06-01 18:45:42.341,404403.0,transaction,36013.0,7630.0,1435460400000.0,28.0,1118974 1253145,28.0,1604.0
2015-06-01 18:45:42.341,404403.0,transaction,36013.0,7630.0,1439694000000.0,695.0,769062,695.0,959.0
2015-06-02 05:36:30.388,1076270.0,transaction,262799.0,17277.0,,,,,
2015-06-01 21:18:19.713,121688.0,transaction,237753.0,11117.0,1435460400000.0,790.0,n11520.000,790.0,1492.0
2015-06-01 21:18:19.713,121688.0,transaction,237753.0,11117.0,1433041200000.0,790.0,n11520.000,790.0,1492.0
2015-06-01 21:18:19.713,121688.0,transaction,237753.0,11117.0,1436065200000.0,790.0,n11520.000,790.0,1492.0
2015-06-01 22:52:01.219,84327.0,transaction,264774.0,14171.0,1436065200000.0,888.0,1147695 n7572.000 1221511,888.0,866.0
2015-06-01 22:52:01.219,84327.0,transaction,264774.0,14171.0,1437879600000.0,888.0,1147695 n7572.000 1221511 1154859,888.0,866.0
2015-06-01 22:52:01.219,84327.0,transaction,264774.0,14171.0,1433646000000.0,888.0,1147695 n7572.000 1221511,888.0,866.0
2015-06-01 23:51:49.062,404403.0,transaction,26210.0,15931.0,1433041200000.0,790.0,n87480.000,790.0,1492.0
2015-06-01 23:51:49.062,404403.0,transaction,26210.0,15931.0,1432436400000.0,790.0,n87480.000,790.0,1492.0
2015-06-01 23:51:49.062,404403.0,transaction,26210.0,15931.0,1436065200000.0,790.0,n87480.000,790.0,1492.0
2015-06-01 16:05:26.623,1381613.0,transaction,189444.0,17173.0,,,,,
2015-06-01 15:42:54.975,1026720.0,transaction,8426.0,16795.0,,,,,
2015-06-01 17:43:54.921,138131.0,transaction,245168.0,6985.0,,,,,
2015-06-01 17:09:37.181,1093035.0,transaction,193623.0,11012.0,1439694000000.0,980.0,1116693,980.0,1145.0
2015-06-01 17:33:12.292,322407.0,transaction,260957.0,7215.0,1439694000000.0,792.0,1116693,792.0,805.0
2015-06-01 17:33:12.292,322407.0,transaction,260957.0,7215.0,1433041200000.0,908.0,322954 237874 380713 77690,908.0,1487.0
2015-06-01 17:07:43.438,1161163.0,transaction,9376.0,17496.0,1435460400000.0,6.0,984245 1322342,6.0,933.0
2015-06-01 17:05:13.291,820159.0,transaction,336832.0,1987.0,1432436400000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 17:05:13.291,820159.0,transaction,336832.0,1987.0,1436670000000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 17:05:13.291,820159.0,transaction,336832.0,1987.0,1434250800000.0,790.0,n54000.000,790.0,1492.0
2015-06-01 18:40:18.951,1235292.0,transaction,240004.0,1139.0,,,,,
2015-06-01 17:46:11.663,555094.0,transaction,42260.0,12701.0,1435460400000.0,888.0,1215939 n13212.000,888.0,866.0
2015-06-01 17:46:11.663,555094.0,transaction,42260.0,12701.0,1442113200000.0,888.0,1215939 n13212.000 616467 86628,888.0,866.0
2015-06-01 17:46:11.663,555094.0,transaction,42260.0,12701.0,1433041200000.0,888.0,1215939 n13212.000,888.0,866.0
2015-06-01 17:53:20.010,873401.0,transaction,281211.0,2653.0,,,,,
2015-06-01 18:13:17.420,570360.0,transaction,430292.0,7666.0,,,,,
2015-06-01 17:59:09.959,138131.0,transaction,150882.0,10835.0,1439694000000.0,202.0,n40860.000,202.0,1008.0
2015-06-01 17:59:09.959,138131.0,transaction,14932.0,10835.0,1433041200000.0,364.0,610239,364.0,711.0
2015-06-02 04:14:26.987,1042749.0,transaction,448601.0,14738.0,,,,,
2015-06-02 02:23:22.766,1281446.0,transaction,55925.0,4055.0,1433041200000.0,764.0,1285872,764.0,1370.0
2015-06-02 02:23:22.766,1281446.0,transaction,55925.0,4055.0,1436670000000.0,888.0,187654 1070002 389572 722860 1253153 770984,888.0,866.0
2015-06-02 02:23:22.766,1281446.0,transaction,55925.0,4055.0,1439089200000.0,888.0,187654 1070002 389572 722860 1253153 770984,888.0,866.0
2015-06-02 02:23:22.766,1281446.0,transaction,55925.0,4055.0,1440298800000.0,888.0,187654 1070002 389572 722860 1253153 770984,888.0,866.0
2015-06-01 19:57:12.471,1161163.0,transaction,339917.0,15991.0,,,,,
2015-06-01 20:29:11.915,346597.0,transaction,427749.0,11698.0,1434250800000.0,790.0,n152280.000,790.0,1492.0
2015-06-01 20:29:11.915,346597.0,transaction,427749.0,11698.0,1438484400000.0,790.0,n154800.000,790.0,1492.0
2015-06-01 20:29:11.915,346597.0,transaction,427749.0,11698.0,1439694000000.0,753.0,769062,753.0,322.0
2015-06-01 20:29:11.915,346597.0,transaction,427749.0,11698.0,1432436400000.0,790.0,n152280.000,790.0,1492.0
2015-06-01 20:29:11.915,346597.0,transaction,427749.0,11698.0,1436065200000.0,790.0,n152280.000,790.0,1492.0
2015-06-01 20:07:23.087,404403.0,transaction,118199.0,3712.0,1431226800000.0,888.0,662874,888.0,866.0
2015-06-01 20:07:23.087,404403.0,transaction,118199.0,3712.0,1435460400000.0,636.0,162622 405769,636.0,479.0
2015-06-01 20:07:23.087,404403.0,transaction,118199.0,3712.0,1431831600000.0,888.0,662874,888.0,866.0
2015-06-01 20:07:23.087,404403.0,transaction,118199.0,3712.0,1433646000000.0,888.0,662874 1044296,888.0,866.0
2015-06-01 22:39:11.627,1360085.0,transaction,104801.0,3588.0,,,,,
2015-06-01 14:36:12.254,1291803.0,transaction,375181.0,12855.0,,,,,
2015-06-02 03:40:59.038,1233140.0,transaction,390167.0,15894.0,1431226800000.0,764.0,1285872,764.0,1370.0
2015-06-02 03:40:59.038,1233140.0,transaction,390167.0,15894.0,1433646000000.0,935.0,1050009,935.0,322.0
2015-06-02 03:40:59.038,1233140.0,transaction,390167.0,15894.0,1439694000000.0,9.0,927194 941575,9.0,351.0
2015-06-02 02:41:50.465,422045.0,transaction,361554.0,6424.0,1431226800000.0,112.0,679677,112.0,381.0
2015-06-02 02:38:44.916,536757.0,transaction,303517.0,2208.0,1439694000000.0,888.0,1328822 206386,888.0,866.0
2015-06-02 02:38:44.916,536757.0,transaction,303517.0,2208.0,1438484400000.0,888.0,1328822 206386,888.0,866.0
2015-06-02 02:38:44.916,536757.0,transaction,303517.0,2208.0,1431831600000.0,790.0,n30360.000,790.0,1492.0
2015-06-02 02:38:44.916,536757.0,transaction,303517.0,2208.0,1431831600000.0,888.0,1328822,888.0,866.0
2015-06-02 03:38:35.975,530205.0,transaction,458637.0,8038.0,,,,,
2015-06-02 00:59:45.637,708918.0,transaction,275559.0,5911.0,1432436400000.0,888.0,1048509,888.0,866.0
2015-06-02 00:59:45.637,708918.0,transaction,275559.0,5911.0,1435460400000.0,839.0,1289493,839.0,33.0
2015-06-02 00:59:45.637,708918.0,transaction,275559.0,5911.0,1440298800000.0,591.0,1116693,591.0,933.0
2015-06-02 00:59:45.637,708918.0,transaction,275559.0,5911.0,1433041200000.0,888.0,1048509,888.0,866.0
2015-06-02 00:59:45.637,708918.0,transaction,275559.0,5911.0,1439694000000.0,159.0,519769,159.0,1028.0
2015-06-02 00:59:45.637,708918.0,transaction,275559.0,5911.0,1434250800000.0,888.0,1048509 1007882,888.0,866.0
2015-06-02 01:09:40.667,455557.0,transaction,213695.0,14377.0,1431226800000.0,888.0,686222,888.0,866.0
2015-06-02 01:09:40.667,455557.0,transaction,213695.0,14377.0,1433646000000.0,348.0,684917,348.0,1499.0
2015-06-02 00:42:12.922,1134975.0,transaction,303960.0,12383.0,,,,,
2015-06-02 01:03:33.894,350566.0,transaction,251130.0,4219.0,,,,,
2015-06-01 19:42:45.442,1236753.0,transaction,435090.0,4455.0,1439694000000.0,1036.0,206386 86628 415206,1036.0,1420.0
2015-06-01 19:42:45.442,1236753.0,transaction,435090.0,4455.0,1438484400000.0,1036.0,206386 86628 415206,1036.0,1420.0
2015-06-01 19:42:45.442,1236753.0,transaction,435090.0,4455.0,1433646000000.0,839.0,219473,839.0,33.0
2015-06-01 19:42:45.442,1236753.0,transaction,435090.0,4455.0,1433041200000.0,1036.0,206386 86628 415206,1036.0,1420.0
2015-06-01 19:13:32.285,295220.0,transaction,335630.0,15085.0,1433041200000.0,283.0,288796 588652 768453 759279 1204397 759279 1000724 312815 132801 288796 1277570 707081 435459 1103229 581854 1037891 1029487 888745 237874 717971 654986 1215254 646928 206566 1235128 328101 581854 1159695 23485 952401 16970 944248,283.0,1579.0
2015-06-01 19:13:32.285,295220.0,transaction,335630.0,15085.0,1442113200000.0,283.0,288796 1091491 759279 1204397 759279 1000724 312815 132801 288796 1277570 707081 435459 1103229 581854 1037891 1029487 888745 237874 717971 654986 1215254 646928 206566 1235128 328101 581854 1159695 23485 952401 16970 140719,283.0,1579.0
2015-06-01 19:13:32.285,295220.0,transaction,335630.0,15085.0,1440298800000.0,283.0,288796 588652 768453 759279 1204397 759279 1000724 312815 132801 288796 1277570 707081 435459 1103229 581854 1037891 1029487 888745 237874 717971 654986 1215254 646928 206566 1235128 328101 581854 1159695 23485 952401 16970 944248,283.0,1579.0
2015-06-01 19:35:38.281,1249058.0,transaction,127926.0,16043.0,1439694000000.0,581.0,769062,581.0,1600.0
2015-06-01 19:24:46.648,416426.0,transaction,428015.0,6165.0,,,,,
2015-06-01 18:48:54.685,1212037.0,transaction,32147.0,12267.0,1431226800000.0,764.0,1285872,764.0,1370.0
2015-06-01 18:48:54.685,1212037.0,transaction,32147.0,12267.0,1431226800000.0,790.0,n35640.000,790.0,1492.0
2015-06-01 19:04:27.024,1161163.0,transaction,119736.0,118.0,,,,,
2015-06-01 18:45:42.308,404403.0,transaction,234199.0,7630.0,1431226800000.0,888.0,n781956.000,888.0,866.0
2015-06-01 18:45:42.308,404403.0,transaction,234199.0,7630.0,1431831600000.0,678.0,134025,678.0,250.0
2015-06-02 02:58:52.769,1406087.0,transaction,19269.0,9423.0,1432436400000.0,521.0,769062,521.0,654.0
2015-06-02 03:25:20.956,748120.0,transaction,427499.0,2790.0,1431226800000.0,790.0,n21600.000,790.0,1492.0
2015-06-01 21:31:56.927,820159.0,transaction,259078.0,3391.0,,,,,
2015-06-01 21:11:25.532,500008.0,transaction,310206.0,11750.0,1439694000000.0,689.0,33759,689.0,207.0
2015-06-01 21:18:19.760,121688.0,transaction,317178.0,11117.0,1431226800000.0,917.0,750674 n276.000,917.0,1374.0
2015-06-01 21:18:19.760,121688.0,transaction,317178.0,11117.0,1433041200000.0,678.0,1090933,678.0,250.0
2015-06-02 05:02:06.923,158090.0,transaction,10572.0,11220.0,,,,,
2015-06-02 05:22:16.130,529601.0,transaction,161166.0,2045.0,,,,,
2015-06-01 20:29:19.806,350566.0,transaction,268335.0,9658.0,1439089200000.0,776.0,993121,776.0,727.0
2015-06-01 20:29:19.806,350566.0,transaction,268335.0,9658.0,1431226800000.0,6.0,977762,6.0,933.0
2015-06-01 20:29:19.806,350566.0,transaction,268335.0,9658.0,1437274800000.0,776.0,993121,776.0,727.0
2015-06-01 20:29:19.806,350566.0,transaction,268335.0,9658.0,1440298800000.0,776.0,993121,776.0,727.0
